loc_rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,ra,dec,st_teff,st_mass,st_rad,pl_masse,pl_rade
2356,Kepler-30,Transit,3,143.34394,0.5,0.022,0.19,285.283636,38.947281,5498,0.99,0.95,23.1,8.8
2357,Kepler-300,Transit,2,10.446347,0.094,,,295.288694,48.59972,5986,0.94,0.9,,1.67
2358,Kepler-300,Transit,2,40.714955,0.232,,,295.288694,48.59972,5986,0.94,0.9,,2.25
2359,Kepler-301,Transit,3,2.508553,0.036,,,283.982968,49.23299,5815,0.91,0.9,,1.35
2360,Kepler-301,Transit,3,5.419026,0.06,,,283.982968,49.23299,5815,0.91,0.9,,1.35
2361,Kepler-301,Transit,3,13.751243,0.112,,,283.982968,49.23299,5815,0.91,0.9,,1.75
2362,Kepler-302,Transit,2,30.184104,0.193,,,294.316985,43.629345,5740,,1.22,,4.06
2363,Kepler-302,Transit,2,127.282184,0.503,,,294.316985,43.629345,5740,,1.22,,12.45
2364,Kepler-303,Transit,2,1.937055,0.024,,,283.135465,43.657055,3944,0.59,0.48,,0.89
2365,Kepler-303,Transit,2,7.061149,0.057,,,283.135465,43.657055,3944,0.59,0.48,,1.14
2366,Kepler-304,Transit,4,3.295709,0.039,,,294.441763,40.557587,4731,0.8,0.69,,2.86
2367,Kepler-304,Transit,4,5.315946,0.054,,,294.441763,40.557587,4731,0.8,0.69,,2.17
2368,Kepler-304,Transit,4,9.653471,0.08,,,294.441763,40.557587,4731,0.8,0.69,,2.75
2369,Kepler-304,Transit,4,1.49914695,,,,294.441763,40.557587,4731,0.8,0.69,,1.2
2370,Kepler-305,Transit,3,5.487,,,,299.224311,40.343182,5100,0.76,0.79,10.5,3.6
2371,Kepler-305,Transit,3,8.291,,,,299.224311,40.343182,5100,0.76,0.79,6,3.3
2372,Kepler-305,Transit,3,16.738661,0.121,,,299.224311,40.343182,5100,0.76,0.79,,2.71
2373,Kepler-306,Transit,4,4.646186,0.05,,,288.538671,40.61614,4954,0.82,0.72,,1.52
2374,Kepler-306,Transit,4,7.240193,0.067,,,288.538671,40.61614,4954,0.82,0.72,,2.35
2375,Kepler-306,Transit,4,17.326644,0.12,,,288.538671,40.61614,4954,0.82,0.72,,2.47
2376,Kepler-306,Transit,4,44.840975,0.227,,,288.538671,40.61614,4954,0.82,0.72,,2.27
2377,Kepler-307,Transit,2,10.4208,,,2.62,297.795132,40.417703,5367,0.91,0.81,7.44,2.43
2378,Kepler-307,Transit,2,13.0729,,,1.74,297.795132,40.417703,5367,0.91,0.81,3.64,2.2
2379,Kepler-308,Transit,2,9.694928,0.09,,,295.785154,40.43955,5895,,0.94,,2.12
2380,Kepler-308,Transit,2,15.38231,0.123,,,295.785154,40.43955,5895,,0.94,,2.16
2381,Kepler-309,Transit,2,5.923653,0.059,,,297.509851,46.961281,4713,,0.72,,1.56
2382,Kepler-309,Transit,2,105.356383,0.401,,,297.509851,46.961281,4713,,0.72,,2.51
2383,Kepler-31,Transit,3,20.8613,0.16,,,294.023014,45.853081,6340,1.21,1.22,,5.5
2384,Kepler-31,Transit,3,42.6318,0.26,,,294.023014,45.853081,6340,1.21,1.22,1493.7,5.3
2385,Kepler-31,Transit,3,87.6451,0.4,,,294.023014,45.853081,6340,1.21,1.22,2161.244,3.9
2386,Kepler-310,Transit,3,13.930698,0.111,,,288.839363,46.986744,5797,0.85,0.88,,1.19
2387,Kepler-310,Transit,3,56.47542,0.281,,,288.839363,46.986744,5797,0.85,0.88,,3.38
2388,Kepler-310,Transit,3,92.876125,0.392,,,288.839363,46.986744,5797,0.85,0.88,,2.47
2389,Kepler-311,Transit,2,9.176092,0.087,,,282.06129,47.085491,5905,1.06,1.19,,1.7
2390,Kepler-311,Transit,2,19.738286,0.145,,,282.06129,47.085491,5905,1.06,1.19,,1.43
2391,Kepler-312,Transit,2,1.772419,0.031,,,298.395772,42.459756,6115,1.23,1.47,,1.29
2392,Kepler-312,Transit,2,19.747412,0.153,,,298.395772,42.459756,6115,1.23,1.47,,3.15
2393,Kepler-313,Transit,2,14.970418,0.125,,,298.294935,48.775459,5727,0.9,1.54,,2.53
2394,Kepler-313,Transit,2,32.273273,0.208,,,298.294935,48.775459,5727,0.9,1.54,,2.57
2395,Kepler-314,Transit,2,2.461069,0.035,,,294.674114,42.075588,5378,1.02,0.95,,0.83
2396,Kepler-314,Transit,2,5.960392,0.064,,,294.674114,42.075588,5378,1.02,0.95,,2.9
2397,Kepler-315,Transit,2,96.101141,0.402,,,298.023104,43.363522,5796,0.78,1.04,,3.77
2398,Kepler-315,Transit,2,265.469335,0.791,,,298.023104,43.363522,5796,0.78,1.04,,4.15
2399,Kepler-316,Transit,2,2.240508,0.027,,,290.826023,44.184109,4204,0.53,0.52,,1.06
2400,Kepler-316,Transit,2,6.827766,0.058,,,290.826023,44.184109,4204,0.53,0.52,,1.16
2401,Kepler-317,Transit,2,5.524242,0.061,,,294.943885,39.032062,5497,0.95,0.94,,2.09
2402,Kepler-317,Transit,2,8.77501,0.083,,,294.943885,39.032062,5497,0.95,0.94,,1.72
2403,Kepler-318,Transit,2,4.662715,0.056,,,298.482828,46.793617,5746,1.05,1.19,,4.71
2404,Kepler-318,Transit,2,11.815007,0.105,,,298.482828,46.793617,5746,1.05,1.19,,3.68
2405,Kepler-319,Transit,3,4.362705,0.051,,,288.811943,39.770658,5526,1.29,0.9,,1.63
2406,Kepler-319,Transit,3,6.941357,0.069,,,288.811943,39.770658,5526,1.29,0.9,,2.63
2407,Kepler-319,Transit,3,31.781925,0.191,,,288.811943,39.770658,5526,1.29,0.9,,2.29
2408,Kepler-32,Transit,5,5.90124,0.05,,,297.842398,46.574281,3900,0.58,0.53,1303,2.2
2409,Kepler-32,Transit,5,8.7522,0.09,,,297.842398,46.574281,3900,0.58,0.53,158.9,2
2410,Kepler-32,Transit,5,22.7802,0.13,,,297.842398,46.574281,3900,0.58,0.53,,2.7
2411,Kepler-32,Transit,5,2.896,0.033,,,297.842398,46.574281,3900,0.58,0.53,,1.5
2412,Kepler-32,Transit,5,0.74296,0.013,,,297.842398,46.574281,3900,0.58,0.53,,0.82
2413,Kepler-320,Transit,2,8.371554,0.085,,,293.213548,46.175125,6435,,1.11,,1.14
2414,Kepler-320,Transit,2,17.934937,0.142,,,293.213548,46.175125,6435,,1.11,,1.37
2415,Kepler-321,Transit,2,4.915379,0.057,,,294.453674,44.145756,5740,1.01,1.19,,1.77
2416,Kepler-321,Transit,2,13.093921,0.11,,,294.453674,44.145756,5740,1.01,1.19,,2.32
2417,Kepler-322,Transit,2,1.653888,0.027,,,281.348824,44.295242,5388,0.91,0.89,,1.01
2418,Kepler-322,Transit,2,4.337234,0.051,,,281.348824,44.295242,5388,0.91,0.89,,1.67
2419,Kepler-323,Transit,2,1.678327,0.028,,,291.38224,38.127473,5987,1.09,1.18,,1.43
2420,Kepler-323,Transit,2,3.553822,0.046,,,291.38224,38.127473,5987,1.09,1.18,,1.63
2421,Kepler-324,Transit,2,4.385315,0.05,,,286.471473,49.649021,5194,0.86,0.84,,1.14
2422,Kepler-324,Transit,2,51.805612,0.26,,,286.471473,49.649021,5194,0.86,0.84,,3.15
2423,Kepler-325,Transit,3,4.544439,0.053,,,289.835434,49.825626,5752,0.87,1,,2.91
2424,Kepler-325,Transit,3,12.762172,0.105,,,289.835434,49.825626,5752,0.87,1,,2.54
2425,Kepler-325,Transit,3,38.715185,0.22,,,289.835434,49.825626,5752,0.87,1,,2.79
2426,Kepler-326,Transit,3,2.248329,0.032,,,294.325546,46.002254,5105,0.98,0.8,,1.52
2427,Kepler-326,Transit,3,4.580358,0.051,,,294.325546,46.002254,5105,0.98,0.8,,1.4
2428,Kepler-326,Transit,3,6.766888,0.066,,,294.325546,46.002254,5105,0.98,0.8,,1.21
2429,Kepler-327,Transit,3,2.549575,0.029,,,292.642372,44.087673,3799,0.55,0.49,,1.11
2430,Kepler-327,Transit,3,5.212333,0.047,,,292.642372,44.087673,3799,0.55,0.49,,1.03
2431,Kepler-327,Transit,3,13.969457,0.09,,,292.642372,44.087673,3799,0.55,0.49,,1.73
2432,Kepler-328,Transit,2,34.921,,,,295.809289,40.008503,5914,1.15,1.06,28.5,2.3
2433,Kepler-328,Transit,2,71.312,,,,295.809289,40.008503,5914,1.15,1.06,39.4,5.4
2434,Kepler-329,Transit,2,7.416397,0.061,,,299.268042,45.227428,4257,0.53,0.52,,1.4
2435,Kepler-329,Transit,2,18.684737,0.113,,,299.268042,45.227428,4257,0.53,0.52,,1.93
2436,Kepler-33,Transit,5,5.66793,0.0677,0,,289.077548,46.005222,5904,1.29,1.82,,1.74
2437,Kepler-33,Transit,5,13.17562,0.1189,0,,289.077548,46.005222,5904,1.29,1.82,,3.2
2438,Kepler-33,Transit,5,21.77596,0.1662,0,,289.077548,46.005222,5904,1.29,1.82,,5.35
2439,Kepler-33,Transit,5,31.7844,0.2138,0,,289.077548,46.005222,5904,1.29,1.82,,4.02
2440,Kepler-33,Transit,5,41.02902,0.2535,0,,289.077548,46.005222,5904,1.29,1.82,,4.46
2441,Kepler-330,Transit,2,8.25978,0.075,,,288.447375,44.801685,5117,0.78,0.72,,1.35
2442,Kepler-330,Transit,2,15.955387,0.116,,,288.447375,44.801685,5117,0.78,0.72,,1.95
2443,Kepler-331,Transit,3,8.457496,0.065,,,291.834328,39.307358,4347,0.51,0.49,,1.82
2444,Kepler-331,Transit,3,17.28111,0.105,,,291.834328,39.307358,4347,0.51,0.49,,1.84
2445,Kepler-331,Transit,3,32.134328,0.159,,,291.834328,39.307358,4347,0.51,0.49,,1.64
2446,Kepler-332,Transit,3,7.626324,0.07,,,286.662964,47.4137,4955,0.8,0.72,,1.17
2447,Kepler-332,Transit,3,15.995622,0.114,,,286.662964,47.4137,4955,0.8,0.72,,1.09
2448,Kepler-332,Transit,3,34.21154,0.189,,,286.662964,47.4137,4955,0.8,0.72,,1.18
2449,Kepler-333,Transit,2,12.551158,0.087,,,292.286069,40.913584,4259,0.54,0.53,,1.32
2450,Kepler-333,Transit,2,24.08821,0.135,,,292.286069,40.913584,4259,0.54,0.53,,1.11
2451,Kepler-334,Transit,3,5.470319,0.061,,,287.140668,47.115196,5828,1,1.07,,1.12
2452,Kepler-334,Transit,3,12.758005,0.107,,,287.140668,47.115196,5828,1,1.07,,1.43
2453,Kepler-334,Transit,3,25.09849,0.168,,,287.140668,47.115196,5828,1,1.07,,1.41
2454,Kepler-335,Transit,2,6.562331,0.075,,,296.064311,45.428623,5877,0.99,1.85,,3.39
2455,Kepler-335,Transit,2,67.844469,0.356,,,296.064311,45.428623,5877,0.99,1.85,,3.07
2456,Kepler-336,Transit,3,2.024823,0.033,,,290.237643,41.33137,5867,0.89,1.3,,1.02
2457,Kepler-336,Transit,3,9.600001,0.092,,,290.237643,41.33137,5867,0.89,1.3,,2.1
2458,Kepler-336,Transit,3,20.678772,0.154,,,290.237643,41.33137,5867,0.89,1.3,,2.37
2459,Kepler-337,Transit,2,3.292781,0.045,,,290.06049,47.163956,5684,0.96,1.76,,1.54
2460,Kepler-337,Transit,2,9.693201,0.093,,,290.06049,47.163956,5684,0.96,1.76,,2.05
2461,Kepler-338,Transit,4,13.726976,0.117,,,282.978956,40.784347,5923,1.1,1.74,,2.44
2462,Kepler-338,Transit,4,24.310856,0.172,,,282.978956,40.784347,5923,1.1,1.74,,2.34
2463,Kepler-338,Transit,4,44.431014,0.257,,,282.978956,40.784347,5923,1.1,1.74,,3
2464,Kepler-338,Transit Timing Variations,4,9.341,,,,282.978956,40.784347,5923,1.1,1.74,8.5,1.56
2465,Kepler-339,Transit,3,4.977656,0.055,,,293.351712,48.444641,5631,0.84,0.8,,1.42
2466,Kepler-339,Transit,3,6.988055,0.069,,,293.351712,48.444641,5631,0.84,0.8,,1.15
2467,Kepler-339,Transit,3,10.558345,0.091,,,293.351712,48.444641,5631,0.84,0.8,,1.17
2468,Kepler-34,Transit,1,288.822,1.0896,0.182,0.613,296.435821,44.64156,5913,1.05,1.16,69.92,8.564
2469,Kepler-340,Transit,2,14.844387,0.134,,,295.933477,40.30057,6620,2.11,1.85,,2.53
2470,Kepler-340,Transit,2,22.824669,0.178,,,295.933477,40.30057,6620,2.11,1.85,,3.37
2471,Kepler-341,Transit,4,5.195528,0.06,,,289.861576,43.472775,6012,0.94,1.02,,1.18
2472,Kepler-341,Transit,4,8.01041,0.08,,,289.861576,43.472775,6012,0.94,1.02,,1.7
2473,Kepler-341,Transit,4,27.666313,0.182,,,289.861576,43.472775,6012,0.94,1.02,,1.85
2474,Kepler-341,Transit,4,42.473269,0.242,,,289.861576,43.472775,6012,0.94,1.02,,1.99
2475,Kepler-342,Transit,4,15.170318,0.128,,,292.678083,46.726715,6175,1.13,1.47,,2.25
2476,Kepler-342,Transit,4,26.234138,0.185,,,292.678083,46.726715,6175,1.13,1.47,,1.96
2477,Kepler-342,Transit,4,39.459357,0.242,,,292.678083,46.726715,6175,1.13,1.47,,2.49
2478,Kepler-342,Transit,4,1.64422461,,,,292.678083,46.726715,6175,1.13,1.47,,0.88
2479,Kepler-343,Transit,2,8.96855,0.088,,,291.960684,42.433006,5807,1.04,1.43,,2.41
2480,Kepler-343,Transit,2,23.22182,0.167,,,291.960684,42.433006,5807,1.04,1.43,,2.02
2481,Kepler-344,Transit,2,21.963945,0.153,,,292.499645,46.324406,5774,0.9,0.98,,2.61
2482,Kepler-344,Transit,2,125.596809,0.488,,,292.499645,46.324406,5774,0.9,0.98,,2.95
2483,Kepler-345,Transit,2,7.415563,0.066,,,295.228802,45.97102,4504,0.59,0.62,,0.74
2484,Kepler-345,Transit,2,9.387427,0.077,,,295.228802,45.97102,4504,0.59,0.62,,1.2
2485,Kepler-346,Transit,2,6.511127,0.071,,,288.011911,46.117607,6033,0.97,1.02,,2.66
2486,Kepler-346,Transit,2,23.851549,0.168,,,288.011911,46.117607,6033,0.97,1.02,,3.07
2487,Kepler-347,Transit,2,12.79836,0.11,,,289.199596,49.305717,6088,1.04,1,,1.97
2488,Kepler-347,Transit,2,27.320871,0.183,,,289.199596,49.305717,6088,1.04,1,,1.75
2489,Kepler-348,Transit,2,7.05677,0.076,,,297.25505,40.548373,6177,1.15,1.36,,1.52
2490,Kepler-348,Transit,2,17.265427,0.138,,,297.25505,40.548373,6177,1.15,1.36,,1.33
2491,Kepler-349,Transit,2,5.929778,0.065,,,293.67648,44.615578,5956,0.97,0.93,,1.9
2492,Kepler-349,Transit,2,12.247629,0.105,,,293.67648,44.615578,5956,0.97,0.93,,1.96
2493,Kepler-35,Transit,1,131.458,0.60347,0.042,0.41,294.496978,46.689762,5606,0.89,1.03,40.363,8.16
2494,Kepler-350,Transit,3,11.189562,0.104,,,285.419606,39.706107,6186,1,1.53,,1.85
2495,Kepler-350,Transit,3,17.849,,,,285.419606,39.706107,6186,1,1.53,6.1,3.1
2496,Kepler-350,Transit,3,26.136,,,,285.419606,39.706107,6186,1,1.53,14.9,2.8
2497,Kepler-351,Transit,3,37.054919,0.214,,,286.452706,42.657879,5643,0.89,0.85,,3.06
2498,Kepler-351,Transit,3,57.24809,0.287,,,286.452706,42.657879,5643,0.89,0.85,,3.19
2499,Kepler-351,Transit,3,142.544247,,,,286.452706,42.657879,5643,0.89,0.85,,2.72
2500,Kepler-352,Transit,2,10.05537,0.085,,,299.896521,46.051975,5212,0.79,0.78,,0.86
2501,Kepler-352,Transit,2,16.332995,0.118,,,299.896521,46.051975,5212,0.79,0.78,,1.24
2502,Kepler-353,Transit,2,5.795278,0.051,,,296.856633,41.75818,3903,0.54,0.5,,0.89
2503,Kepler-353,Transit,2,8.410894,0.065,,,296.856633,41.75818,3903,0.54,0.5,,1.38
2504,Kepler-354,Transit,3,5.47666,0.054,,,285.751452,41.33564,4648,0.65,0.67,,1.84
2505,Kepler-354,Transit,3,16.934402,0.115,,,285.751452,41.33564,4648,0.65,0.67,,1.31
2506,Kepler-354,Transit,3,24.209842,0.146,,,285.751452,41.33564,4648,0.65,0.67,,1.24
2507,Kepler-355,Transit,2,11.03189,0.102,,,285.799457,42.811783,6184,1.05,1.07,,1.46
2508,Kepler-355,Transit,2,25.762294,0.179,,,285.799457,42.811783,6184,1.05,1.07,,2.71
2509,Kepler-356,Transit,2,4.612696,0.057,,,292.421077,37.682819,6133,0.97,1.33,,1.57
2510,Kepler-356,Transit,2,13.121632,0.115,,,292.421077,37.682819,6133,0.97,1.33,,1.81
2511,Kepler-357,Transit,3,6.475434,0.063,,,291.243104,44.00872,5036,0.78,0.83,,1.84
2512,Kepler-357,Transit,3,16.85837,0.12,,,291.243104,44.00872,5036,0.78,0.83,,2.67
2513,Kepler-357,Transit,3,49.499875,0.246,,,291.243104,44.00872,5036,0.78,0.83,,3.43
2514,Kepler-358,Transit,2,34.060467,0.21,,,293.230225,48.281376,5908,0.95,0.95,,2.72
2515,Kepler-358,Transit,2,83.488369,0.381,,,293.230225,48.281376,5908,0.95,0.95,,2.85
2516,Kepler-359,Transit,3,25.563222,0.178,,,293.293635,42.196354,6248,1.07,1.09,,3.53
2517,Kepler-359,Transit,3,57.68802,0.307,,,293.293635,42.196354,6248,1.07,1.09,,4.3
2518,Kepler-359,Transit,3,77.095691,0.372,,,293.293635,42.196354,6248,1.07,1.09,,4.01
2519,Kepler-36,Transit,2,13.83989,0.1153,0.039,7.46,291.250191,49.231827,5911,1.07,1.63,4.45,1.486
2520,Kepler-36,Transit,2,16.23855,0.1283,0.033,0.89,291.250191,49.231827,5911,1.07,1.63,8.08,3.679
2521,Kepler-360,Transit,2,3.289672,0.044,,,286.284731,44.781555,6053,0.95,1.06,,1.65
2522,Kepler-360,Transit,2,7.186434,0.075,,,286.284731,44.781555,6053,0.95,1.06,,2.1
2523,Kepler-361,Transit,2,8.486616,0.086,,,296.803453,46.741154,6169,1.07,1.34,,1.45
2524,Kepler-361,Transit,2,55.188023,0.3,,,296.803453,46.741154,6169,1.07,1.34,,2.52
2525,Kepler-362,Transit,2,10.327186,0.087,,,291.771639,47.529903,5788,0.77,0.72,,0.88
2526,Kepler-362,Transit,2,37.866281,0.207,,,291.771639,47.529903,5788,0.77,0.72,,1.45
2527,Kepler-363,Transit,3,3.614568,0.048,,,283.192081,41.305393,5593,1.23,1.49,,1.16
2528,Kepler-363,Transit,3,7.542427,0.079,,,283.192081,41.305393,5593,1.23,1.49,,1.69
2529,Kepler-363,Transit,3,11.932125,0.107,,,283.192081,41.305393,5593,1.23,1.49,,2.05
2530,Kepler-364,Transit,2,25.745718,0.178,,,281.569933,47.398697,6108,1.2,1.28,,1.55
2531,Kepler-364,Transit,2,59.980627,0.312,,,281.569933,47.398697,6108,1.2,1.28,,2.15
2532,Kepler-365,Transit,2,10.664903,0.098,,,295.626598,49.130436,6012,0.99,1.05,,2.04
2533,Kepler-365,Transit,2,17.784129,0.137,,,295.626598,49.130436,6012,0.99,1.05,,1.64
2534,Kepler-366,Transit,2,3.281959,0.045,,,296.852042,49.084446,6209,1.05,1.05,,1.46
2535,Kepler-366,Transit,2,12.51616,0.11,,,296.852042,49.084446,6209,1.05,1.05,,1.79
2536,Kepler-367,Transit,2,37.815724,0.201,,,297.292418,49.981632,4710,0.75,0.69,,1.3
2537,Kepler-367,Transit,2,53.578637,0.253,,,297.292418,49.981632,4710,0.75,0.69,,1.2
2538,Kepler-368,Transit,2,26.84768,0.186,,,291.880046,45.387936,5502,0.71,2.02,,3.26
2539,Kepler-368,Transit,2,72.379334,0.36,,,291.880046,45.387936,5502,0.71,2.02,,3.88
2540,Kepler-369,Transit,2,2.732756,0.03,,,293.674235,47.908467,3591,0.54,0.47,,1.13
2541,Kepler-369,Transit,2,14.871572,0.094,,,293.674235,47.908467,3591,0.54,0.47,,1.41
2542,Kepler-37,Transit,4,13.36731,,0,,284.05966,44.518131,5417,0.87,0.79,3.1783,0.336
2543,Kepler-37,Transit,4,21.302,,,,284.05966,44.518131,5417,0.87,0.79,12,0.75
2544,Kepler-37,Transit,4,39.7922,,,,284.05966,44.518131,5417,0.87,0.79,12.2,1.94
2545,Kepler-37,Transit Timing Variations,4,51.196,,,,284.05966,44.518131,5417,0.87,0.79,,
2546,Kepler-370,Transit,2,4.57953,0.054,,,292.171121,40.916306,5852,0.94,0.9,,1.59
2547,Kepler-370,Transit,2,19.02293,0.14,,,292.171121,40.916306,5852,0.94,0.9,,1.91
2548,Kepler-371,Transit,2,34.763278,0.2,,,292.326464,38.657588,5666,0.94,0.99,,1.89
2549,Kepler-371,Transit,2,67.968015,0.313,,,292.326464,38.657588,5666,0.94,0.99,,1.78
2550,Kepler-372,Transit,3,6.849692,0.075,,,291.256195,49.258953,6509,1.15,1.14,,1.36
2551,Kepler-372,Transit,3,20.053763,0.154,,,291.256195,49.258953,6509,1.15,1.14,,2.09
2552,Kepler-372,Transit,3,30.092568,0.201,,,291.256195,49.258953,6509,1.15,1.14,,1.69
2553,Kepler-373,Transit,2,5.535309,0.06,,,289.387993,50.59705,5787,0.87,0.84,,1.36
2554,Kepler-373,Transit,2,16.725948,0.126,,,289.387993,50.59705,5787,0.87,0.84,,1.24
2555,Kepler-374,Transit,3,1.897806,0.029,,,294.13793,42.370502,5977,0.84,0.91,,1.03
2556,Kepler-374,Transit,3,3.282807,0.042,,,294.13793,42.370502,5977,0.84,0.91,,1.1
2557,Kepler-374,Transit,3,5.028219,0.056,,,294.13793,42.370502,5977,0.84,0.91,,1.31
2558,Kepler-375,Transit,2,12.125934,0.101,,,288.617907,48.098416,5826,0.89,0.84,,1.45
2559,Kepler-375,Transit,2,19.986326,0.141,,,288.617907,48.098416,5826,0.89,0.84,,2.65
2560,Kepler-376,Transit,2,4.920199,0.057,,,291.607165,38.410386,5900,1.05,1.18,,1.07
2561,Kepler-376,Transit,2,14.172327,0.115,,,291.607165,38.410386,5900,1.05,1.18,,1.79
2562,Kepler-377,Transit,2,12.509529,0.109,,,295.422002,38.735691,5949,0.88,1.22,,1.39
2563,Kepler-377,Transit,2,27.014976,0.182,,,295.422002,38.735691,5949,0.88,1.22,,2.06
2564,Kepler-378,Transit,2,16.092361,0.112,,,294.948588,46.438641,4661,0.96,0.67,,0.75
2565,Kepler-378,Transit,2,28.906009,0.166,,,294.948588,46.438641,4661,0.96,0.67,,0.7
2566,Kepler-379,Transit,2,20.09838,0.152,,,295.701103,38.945831,6054,1.08,1.31,,1.66
2567,Kepler-379,Transit,2,62.784697,0.326,,,295.701103,38.945831,6054,1.08,1.31,,2.29
2568,Kepler-38,Transit,1,105.599,0.4632,0.032,,286.830353,42.279205,5623,0.94,1.75,122,4.3
2569,Kepler-380,Transit,2,3.930821,0.05,,,282.394616,48.75914,6045,1.05,1.22,,1.19
2570,Kepler-380,Transit,2,7.630004,0.078,,,282.394616,48.75914,6045,1.05,1.22,,1.27
2571,Kepler-381,Transit,2,5.629021,0.066,,,285.182787,43.831089,6152,1.34,1.57,,0.99
2572,Kepler-381,Transit,2,13.391635,0.117,,,285.182787,43.831089,6152,1.34,1.57,,1.12
2573,Kepler-382,Transit,2,5.262155,0.055,,,299.136166,45.869934,5600,0.8,0.94,,1.32
2574,Kepler-382,Transit,2,12.162701,0.097,,,299.136166,45.869934,5600,0.8,0.94,,1.59
2575,Kepler-383,Transit,2,12.904532,0.095,,,291.342584,38.363134,4710,0.67,0.67,,1.32
2576,Kepler-383,Transit,2,31.200751,0.172,,,291.342584,38.363134,4710,0.67,0.67,,1.24
2577,Kepler-384,Transit,2,22.597053,0.148,,,286.026112,44.782871,5577,0.76,0.88,,1.12
2578,Kepler-384,Transit,2,45.348269,0.236,,,286.026112,44.782871,5577,0.76,0.88,,1.13
2579,Kepler-385,Transit,2,10.043686,0.097,,,294.338483,50.336544,6326,1.09,1.13,,2.73
2580,Kepler-385,Transit,2,15.163161,0.127,,,294.338483,50.336544,6326,1.09,1.13,,3.04
2581,Kepler-386,Transit,2,12.31043,0.096,,,289.858871,48.693855,5178,0.74,0.77,,1.39
2582,Kepler-386,Transit,2,25.193458,0.155,,,289.858871,48.693855,5178,0.74,0.77,,1.58
2583,Kepler-387,Transit,2,6.791636,0.068,,,287.798184,45.656715,5774,1.03,1.05,,1.03
2584,Kepler-387,Transit,2,11.837549,0.098,,,287.798184,45.656715,5774,1.03,1.05,,0.89
2585,Kepler-388,Transit,2,3.173315,0.036,,,284.828038,44.60873,4498,0.59,0.59,,0.81
2586,Kepler-388,Transit,2,13.297004,0.093,,,284.828038,44.60873,4498,0.59,0.59,,0.86
2587,Kepler-389,Transit,2,3.244107,0.041,,,291.960005,44.900024,5376,0.78,0.79,,1.51
2588,Kepler-389,Transit,2,14.51143,0.11,,,291.960005,44.900024,5376,0.78,0.79,,1.46
2589,Kepler-39,Transit,1,21.08721,0.164,0.112,13,296.960265,46.034298,6350,1.29,1.4,6388.1,13.9
2590,Kepler-390,Transit,2,6.738088,0.065,,,291.628777,41.208603,5166,0.67,0.78,,0.82
2591,Kepler-390,Transit,2,13.060022,0.101,,,291.628777,41.208603,5166,0.67,0.78,,0.79
2592,Kepler-391,Transit,2,7.416755,0.082,,,290.621815,51.057304,4940,1.22,3.57,,3.2
2593,Kepler-391,Transit,2,20.485435,0.161,,,290.621815,51.057304,4940,1.22,3.57,,3.54
2594,Kepler-392,Transit,2,5.341853,0.059,,,288.660765,43.368084,5938,1.13,1.13,,1
2595,Kepler-392,Transit,2,10.423118,0.093,,,288.660765,43.368084,5938,1.13,1.13,,1.1
2596,Kepler-393,Transit,2,9.182417,0.091,,,290.995257,45.192215,6189,1.32,1.38,,1.29
2597,Kepler-393,Transit,2,14.613612,0.124,,,290.995257,45.192215,6189,1.32,1.38,,1.33
2598,Kepler-394,Transit,2,8.005013,0.083,,,296.301953,50.672318,6402,1.11,1.13,,1.6
2599,Kepler-394,Transit,2,12.130686,0.11,,,296.301953,50.672318,6402,1.11,1.13,,1.66
2600,Kepler-395,Transit,2,7.054346,0.061,,,293.511099,45.136598,4262,0.53,0.56,,1.03
2601,Kepler-395,Transit,2,34.989262,0.177,,,293.511099,45.136598,4262,0.53,0.56,,1.32
2602,Kepler-396,Transit,2,42.994,,,,296.132818,48.977402,5384,0.85,1.06,75.5,3.5
2603,Kepler-396,Transit,2,88.505,,,,296.132818,48.977402,5384,0.85,1.06,17.9,5.3
2604,Kepler-397,Transit,2,22.250949,0.144,,,295.894109,42.380451,5307,,0.77,,2.46
2605,Kepler-397,Transit,2,135.498527,0.48,,,295.894109,42.380451,5307,,0.77,,6.18
2606,Kepler-398,Transit,3,4.081423,0.044,,,291.468662,40.343853,4493,,0.61,,0.93
2607,Kepler-398,Transit,3,11.419412,0.087,,,291.468662,40.343853,4493,,0.61,,1.01
2608,Kepler-398,Transit,3,6.83437001,,,,291.468662,40.343853,4493,,0.61,,0.88
2609,Kepler-399,Transit,3,14.425281,0.103,,,299.501738,40.670806,5502,,0.68,,0.96
2610,Kepler-399,Transit,3,26.67569,0.155,,,299.501738,40.670806,5502,,0.68,,1.43
2611,Kepler-399,Transit,3,58.034616,0.261,,,299.501738,40.670806,5502,,0.68,,1.89
2612,Kepler-4,Transit,1,3.21346,0.0456,0,1.91,285.615322,50.135754,5857,1.22,1.49,24.472,4.002
2613,Kepler-40,Transit,1,6.87349,0.08,0,1.68,296.81369,47.526608,6510,1.48,2.13,699.2,13.11
2614,Kepler-400,Transit,2,9.024389,0.087,,,290.944481,40.480035,5886,,1.15,,1.65
2615,Kepler-400,Transit,2,17.340824,0.134,,,290.944481,40.480035,5886,,1.15,,1.49
2616,Kepler-401,Transit,3,14.383035,0.122,,,290.082749,50.863483,6117,,1.33,,1.71
2617,Kepler-401,Transit,3,47.318218,0.269,,,290.082749,50.863483,6117,,1.33,,2.15
